% parameter values,,,,,,,,,,,,,
frameNumber,ancestors,birthframe,box,descendants,divisions,mesh,length,area,polarity,signal0,spots,objects,cellId;
#57, ,1,22;1;71;66, , ,47.3149 48.5051 50.6787 51.9056 52.8899 53.7065 54.4072 55.0606 55.6332 56.1803 56.7119 57.2385 57.7696 58.295 58.8106 59.3288 59.8723 60.4802 61.123 61.7697 62.4243 63.0723 63.7179 64.375 65.0172 65.6377 66.2612 66.8806 67.4878 68.0752 68.6266 69.1472 69.5212 69.8285 69.8555 68.2021 ;43.2734 43.9266 43.9932 43.5441 42.9798 42.3455 41.6682 40.9808 40.2547 39.5164 38.7687 38.017 37.2674 36.512 35.7462 34.9775 34.2224 33.5115 32.8222 32.1285 31.4334 30.726 30.0124 29.3079 28.5923 27.8623 27.1413 26.4232 25.6985 24.9558 24.1731 23.3499 22.3633 21.2903 19.9096 16.9256 ;47.3149 47.2975 45.0864 44.5746 44.5218 44.618 44.8909 45.3691 45.8907 46.4752 47.045 47.6377 48.2396 48.8868 49.5545 50.2387 50.9255 51.5841 52.2292 52.9016 53.5698 54.2257 54.8986 55.5641 56.2257 56.9253 57.6303 58.3363 59.0875 59.9089 60.7814 61.7076 62.767 63.8794 65.3116 68.2021 ; 43.2734 43.2608 40.9096 39.4879 38.2986 37.1653 36.1058 35.1475 34.2059 33.2998 32.3833 31.4813 30.5852 29.7216 28.8755 28.0454 27.2225 26.3835 25.5405 24.7279 23.9205 23.1097 22.3178 21.521 20.7191 19.9468 19.1743 18.3971 17.6589 16.9901 16.3803 15.839 15.4525 15.1428 15.1856 16.9256,34.6245,358.041,1, , , ,4
#57, ,1,63;70;80;96, , ,86.3769 86.826 88.5425 89.7589 90.8814 91.9556 92.9936 93.9844 94.9565 95.9208 96.9083 97.9338 98.9782 100.017 101.089 102.072 103.009 103.897 104.735 105.532 106.321 107.126 107.94 108.745 109.537 110.34 111.159 111.982 112.802 113.583 114.28 114.895 115.475 115.994 116.388 116.772 117.075 117.33 117.645 118.052 118.476 118.898 119.268 119.64 119.903 120.059 120.154 120.17 120.132 120.077 119.974 119.788 119.506 119.154 118.706 118.2 117.641 117.001 116.34 115.578 114.744 113.87 112.846 111.555 109.401 ;141.47 142.084 143.216 143.414 143.466 143.458 143.402 143.253 143.046 142.782 142.508 142.235 141.909 141.481 141.035 140.377 139.628 138.818 137.968 137.103 136.266 135.477 134.715 133.951 133.174 132.4 131.626 130.83 130 129.107 128.122 127.066 125.984 124.87 123.706 122.562 121.412 120.272 119.178 118.126 117.079 116.021 114.934 113.826 112.673 111.484 110.274 109.048 107.814 106.574 105.33 104.092 102.874 101.683 100.534 99.4283 98.3685 97.3734 96.4248 95.5633 94.7794 94.0535 93.435 92.9789 93.0021 ;86.3769 85.9306 86.0527 86.51 87.177 87.9114 88.7012 89.5278 90.3995 91.2626 92.1262 92.9475 93.7717 94.5343 95.2772 95.9999 96.6931 97.3969 98.0911 98.7873 99.4781 100.16 100.817 101.461 102.091 102.702 103.287 103.853 104.395 104.904 105.41 105.907 106.369 106.803 107.203 107.55 107.836 108.064 108.25 108.415 108.568 108.714 108.849 108.971 109.079 109.149 109.19 109.225 109.258 109.276 109.225 109.109 108.956 108.807 108.684 108.575 108.448 108.292 108.074 107.833 107.678 107.579 107.601 107.87 109.401 ; 141.47 140.373 138.453 137.148 136.207 135.359 134.6 133.912 133.339 132.793 132.312 131.824 131.431 131 130.604 130.22 129.807 129.406 128.968 128.5 127.992 127.446 126.851 126.234 125.601 124.959 124.31 123.669 123.038 122.409 121.803 121.204 120.585 119.945 119.272 118.554 117.787 116.975 116.13 115.266 114.396 113.53 112.677 111.84 111.024 110.224 109.441 108.674 107.918 107.171 106.432 105.703 104.978 104.245 103.486 102.698 101.883 101.043 100.193 99.3147 98.3563 97.3321 96.2154 94.9463 93.0021,63.2304,630.401,1, , , ,6
#57,7,55,69;57;59;78, , ,104.063 104.85 105.579 105.946 106.071 106.002 105.856 105.698 105.529 105.326 105.09 104.834 104.615 104.44 104.301 104.198 104.123 104.075 104.057 104.057 104.073 104.11 104.169 104.234 104.288 104.352 104.422 104.49 104.591 104.667 104.636 104.573 104.402 103.976 102.963 101.193 99.3986 99.1819 ;112.452 111.548 110.055 108.746 107.563 106.489 105.472 104.484 103.531 102.626 101.769 100.952 100.15 99.3625 98.5915 97.8349 97.092 96.3581 95.6259 94.8898 94.143 93.3795 92.5949 91.7847 90.9431 90.0683 89.1575 88.2087 87.2266 86.2052 85.1395 84.0496 82.9401 81.8182 80.6902 79.5765 78.5053 78.3679 ;104.063 102.45 101.253 100.121 98.9881 98.1165 97.3569 96.6298 95.9332 95.2762 94.7043 94.2007 93.6915 93.2184 92.8051 92.406 92.0144 91.7634 91.5882 91.458 91.4091 91.3907 91.4205 91.4857 91.6162 91.801 91.9998 92.2618 92.551 92.8459 93.2351 93.6741 94.2651 95.1124 96.1562 97.2485 98.8967 99.1819 ; 112.452 112.782 112.279 111.743 111.203 110.517 109.754 108.949 108.1 107.2 106.23 105.2 104.144 103.047 101.904 100.735 99.5434 98.3081 97.0578 95.8063 94.5595 93.3279 92.1166 90.9308 89.7782 88.6645 87.5898 86.5627 85.5801 84.6367 83.7372 82.8642 82.0123 81.1674 80.301 79.3963 78.4851 78.3679,35.6818,368.68,2, , , ,16
#57,7,55,78;41;73;62, , ,128.57 128.194 127.093 126.025 124.968 123.916 122.851 121.766 120.66 119.533 118.389 117.233 116.073 114.911 113.748 112.591 111.467 110.357 109.294 108.293 107.334 106.432 105.581 104.777 104.035 103.328 102.646 101.981 101.326 100.715 100.137 99.8033 ;69.0457 68.0686 66.7384 65.8391 65.1845 64.7514 64.4282 64.1902 64.0479 63.9899 64.0036 64.101 64.2727 64.4991 64.7578 65.0524 65.4357 65.8228 66.2738 66.7969 67.3216 67.8737 68.4335 68.9986 69.6222 70.2737 70.9782 71.764 72.6556 73.787 75.1251 76.9861 ;128.57 128.357 127.464 126.538 125.599 124.653 123.716 122.808 121.923 121.066 120.232 119.424 118.637 117.86 117.09 116.329 115.57 114.808 114.031 113.224 112.371 111.504 110.586 109.636 108.615 107.525 106.389 105.232 103.913 102.492 101.133 99.8033 ; 69.0457 70.2904 71.7832 72.8318 73.6333 74.1598 74.5224 74.9054 75.2171 75.5038 75.7493 76.0068 76.2615 76.4945 76.7264 76.9841 77.2667 77.5788 77.9107 78.2465 78.5656 78.9509 79.3235 79.7181 80.0416 80.2595 80.3838 80.4248 79.9372 79.0051 78.1241 76.9861,30.2327,304.342,1, , , ,15
#57, ,1,82;112;61;88, , ,115.858 113.551 112.367 111.434 110.633 109.861 109.119 108.475 107.851 107.272 106.729 106.195 105.791 105.47 105.173 104.921 104.73 104.551 104.393 104.277 104.197 104.187 104.204 104.222 104.284 104.412 104.588 104.783 105.024 105.304 105.561 105.749 105.823 105.895 106.019 106.199 106.423 106.685 107.006 107.36 107.721 108.112 108.585 109.057 109.613 110.239 110.934 111.706 112.613 113.728 116.177 116.381 ;134.546 134.786 135.42 136.137 136.898 137.67 138.462 139.304 140.176 141.091 142.049 143.043 144.107 145.217 146.345 147.488 148.643 149.794 150.942 152.087 153.23 154.371 155.508 156.641 157.773 158.903 160.029 161.148 162.258 163.356 164.45 165.551 166.675 167.811 168.947 170.074 171.187 172.277 173.329 174.343 175.323 176.259 177.136 177.986 178.792 179.569 180.333 181.092 181.838 182.555 182.954 182.931 ;115.858 117.639 118.269 118.506 118.617 118.693 118.686 118.604 118.502 118.395 118.229 118.051 117.865 117.716 117.605 117.501 117.399 117.354 117.307 117.229 117.144 117.069 117 116.929 116.822 116.717 116.643 116.607 116.592 116.586 116.625 116.729 116.893 117.104 117.366 117.683 118.031 118.367 118.695 119.043 119.379 119.676 119.976 120.206 120.306 120.298 120.206 119.999 119.584 118.844 116.957 116.381 ; 134.546 136.234 137.521 138.676 139.79 140.891 141.954 142.974 143.965 144.927 145.837 146.713 147.558 148.392 149.221 150.044 150.865 151.7 152.539 153.381 154.23 155.087 155.949 156.815 157.683 158.554 159.428 160.303 161.181 162.063 162.943 163.816 164.675 165.519 166.344 167.154 167.959 168.778 169.618 170.478 171.373 172.313 173.284 174.306 175.39 176.513 177.654 178.811 179.999 181.244 182.756 182.931,50.1734,548.273,1, , , ,8
#57, ,1,119;28;61;88, , ,144.162 146.21 147.587 148.658 149.607 150.466 151.259 151.992 152.606 153.182 153.732 154.247 154.732 155.187 155.529 155.852 156.105 156.236 156.345 156.426 156.476 156.522 156.559 156.59 156.641 156.71 156.775 156.869 157 157.15 157.336 157.491 157.578 157.601 157.528 157.335 157.047 156.702 156.294 155.766 155.178 154.515 153.778 152.86 151.71 150.386 147.817 ;93.22 93.9261 93.5253 92.9612 92.3242 91.6239 90.8662 90.0504 89.1472 88.2008 87.2187 86.199 85.1472 84.0684 82.9423 81.8094 80.6617 79.4977 78.3495 77.2178 76.1023 75.0048 73.9209 72.8469 71.7802 70.7149 69.6444 68.5663 67.4762 66.3687 65.2397 64.0853 62.9083 61.7139 60.5133 59.3223 58.1511 57.0032 55.889 54.8343 53.8331 52.8949 52.0212 51.2467 50.5847 50.0028 49.9046 ;144.162 142.71 141.801 141.708 141.722 141.839 142.031 142.249 142.46 142.722 143.016 143.293 143.536 143.758 143.987 144.233 144.459 144.661 144.833 145.012 145.223 145.395 145.552 145.713 145.861 145.98 146.086 146.143 146.113 146.008 145.87 145.702 145.528 145.346 145.17 145.037 144.937 144.844 144.746 144.659 144.563 144.471 144.455 144.599 144.999 145.833 147.817 ; 93.22 92.0671 90.4512 89.2696 88.153 87.1069 86.1234 85.1797 84.2623 83.3965 82.5704 81.7594 80.954 80.1563 79.3704 78.5903 77.7986 76.9888 76.1555 75.3036 74.4354 73.5421 72.6314 71.7102 70.782 69.8512 68.9248 68.0052 67.0962 66.2049 65.3368 64.495 63.6791 62.8859 62.1087 61.3337 60.5499 59.7525 58.936 58.0895 57.2118 56.2964 55.3174 54.2471 53.0549 51.686 49.9046,45.3742,480.726,1, , , ,9
#57, ,1,134;42;61;98, , ,161.278 159.513 159.076 158.918 158.871 158.82 158.774 158.824 158.984 159.204 159.4 159.51 159.586 159.702 159.867 160.036 160.141 160.18 160.221 160.306 160.423 160.52 160.56 160.571 160.586 160.585 160.504 160.292 160 159.727 159.518 159.348 159.152 158.909 158.679 158.512 158.393 158.244 157.992 157.695 157.46 157.331 157.258 157.107 156.825 156.539 156.364 156.337 156.352 156.217 156.042 156.085 156.619 159.35 ;64.9433 66.5584 67.7839 68.9077 69.9886 71.0656 72.1313 73.1474 74.1057 75.0209 75.9199 76.8188 77.6991 78.5422 79.3527 80.1488 80.9496 81.7584 82.573 83.3988 84.245 85.1169 86.0138 86.9321 87.8677 88.814 89.7608 90.6984 91.6253 92.547 93.4682 94.388 95.2994 96.1983 97.0906 97.9828 98.8731 99.7478 100.591 101.414 102.245 103.101 103.979 104.841 105.67 106.509 107.407 108.387 109.411 110.396 111.382 112.474 113.785 116.021 ;161.278 163.516 164.672 165.53 166.26 166.97 167.676 168.323 168.885 169.372 169.824 170.278 170.729 171.137 171.469 171.713 171.886 172.006 172.071 172.06 171.963 171.8 171.622 171.472 171.379 171.359 171.423 171.55 171.685 171.773 171.787 171.74 171.675 171.614 171.541 171.429 171.272 171.097 170.924 170.725 170.45 170.073 169.632 169.202 168.796 168.333 167.731 166.977 166.179 165.494 164.848 164.008 162.638 159.35 ; 64.9433 65.0934 65.7335 66.4829 67.2817 68.0944 68.9181 69.7771 70.6853 71.6415 72.6337 73.6506 74.6945 75.775 76.8965 78.0526 79.229 80.4115 81.5908 82.7598 83.9111 85.0383 86.1392 87.2175 88.2805 89.3368 90.3948 91.4594 92.5301 93.6032 94.6752 95.746 96.8193 97.8985 98.9828 100.07 101.16 102.258 103.368 104.481 105.581 106.655 107.708 108.758 109.807 110.823 111.767 112.627 113.442 114.279 115.115 115.854 116.358 116.021,52.887,578.523,1, , , ,10
#57, ,1,152;11;83;60, , ,175.242 177.225 178.494 179.632 180.714 181.748 182.736 183.677 184.564 185.421 186.254 187.061 187.853 188.634 189.401 190.158 190.909 191.658 192.41 193.166 193.93 194.7 195.476 196.255 197.032 197.81 198.594 199.388 200.204 201.033 201.887 202.768 203.671 204.597 205.589 206.633 207.727 208.894 210.259 212.171 ;44.5157 46.9867 47.4098 47.5409 47.5813 47.5677 47.5171 47.4328 47.2943 47.1585 47.0287 46.8955 46.7839 46.6997 46.6295 46.5702 46.5257 46.4923 46.4749 46.4717 46.4736 46.4882 46.5134 46.5545 46.6428 46.7552 46.8849 47.0304 47.1715 47.3422 47.5199 47.7032 47.9048 48.1224 48.2505 48.3124 48.2941 48.1226 47.4892 45.4443 ;175.242 174.967 175.473 176.117 176.852 177.637 178.477 179.379 180.359 181.4 182.471 183.59 184.735 185.908 187.105 188.318 189.556 190.803 192.048 193.286 194.514 195.731 196.94 198.142 199.343 200.531 201.674 202.808 203.891 204.957 205.973 206.945 207.879 208.761 209.561 210.332 211.055 211.705 212.191 212.171 ; 44.5157 41.7637 40.4317 39.4005 38.5408 37.735 36.9826 36.2978 35.7232 35.236 34.7624 34.3687 34.0002 33.6738 33.3935 33.1332 32.9895 32.9335 32.9542 33.0107 33.1211 33.2748 33.4405 33.6314 33.8211 34.0699 34.4852 34.8674 35.3557 35.8231 36.3593 36.9329 37.5278 38.1733 38.9436 39.7247 40.5813 41.5915 42.9837 45.4443,38.7977,437.16,1, , , ,11
#57, ,1,171;106;89;65, , ,193.213 193.519 194.685 195.776 196.815 197.84 198.848 199.835 200.802 201.75 202.682 203.601 204.505 205.395 206.273 207.14 207.999 208.852 209.698 210.538 211.377 212.217 213.061 213.907 214.767 215.639 216.518 217.395 218.267 219.129 219.981 220.798 221.602 222.405 223.193 223.985 224.788 225.592 226.392 227.206 228.034 228.884 229.757 230.647 231.605 232.627 233.73 235.159 237.035 ;135.261 136.114 138.034 139.064 139.527 139.91 140.234 140.481 140.653 140.769 140.861 140.961 141.066 141.159 141.221 141.269 141.285 141.285 141.323 141.392 141.481 141.585 141.711 141.874 142.028 142.176 142.339 142.535 142.764 143.025 143.315 143.687 144.075 144.451 144.844 145.216 145.558 145.896 146.244 146.578 146.904 147.218 147.523 147.834 148.083 148.274 148.378 148.055 146.619 ;193.213 193.321 194.197 195.113 196.052 197.017 198.001 199.008 200.039 201.088 202.155 203.236 204.331 205.44 206.559 207.689 208.826 209.965 211.106 212.245 213.383 214.511 215.609 216.701 217.776 218.829 219.87 220.898 221.932 222.976 224.008 225.058 226.109 227.151 228.191 229.2 230.188 231.169 232.117 233.022 233.884 234.703 235.477 236.173 236.767 237.281 237.603 237.858 237.035 ; 135.261 133.789 132.29 131.264 130.481 129.904 129.396 129.001 128.713 128.491 128.311 128.157 128.042 127.96 127.938 127.942 128.025 128.163 128.335 128.538 128.741 128.989 129.348 129.678 130.027 130.424 130.824 131.241 131.623 131.975 132.367 132.721 133.088 133.491 133.912 134.414 134.962 135.523 136.14 136.818 137.543 138.302 139.09 139.945 140.892 141.895 143.117 144.399 146.619,46.9291,519.17,1, , , ,12
#57, ,1,189;11;71;94,17;18,58,211.708 212.579 213.559 214.557 215.584 216.644 217.738 218.868 220.029 221.212 222.414 223.622 224.82 226.028 227.22 228.364 229.496 230.599 231.695 232.748 233.785 234.822 235.81 236.774 237.709 238.627 239.55 240.486 241.397 242.27 243.116 243.928 244.688 245.395 246.036 246.609 247.125 247.561 247.947 248.29 248.685 249.142 249.633 250.18 250.796 251.401 251.972 252.468 252.973 253.34 253.684 253.949 254.09 254.166 254.16 254.093 253.958 253.774 253.572 253.335 253.02 252.612 252.15 251.517 250.621 249.46 247.452 247.214 ;76.0905 78.4378 79.6301 80.4727 81.0384 81.4233 81.7124 81.9371 82.043 82.0262 81.9566 81.7968 81.5256 81.289 80.9797 80.5256 80.0713 79.5737 79.0848 78.5195 77.9423 77.3794 76.7386 76.0686 75.3638 74.6391 73.9217 73.2099 72.4521 71.6352 70.7778 69.8782 68.9292 67.9367 66.9009 65.8285 64.7354 63.6134 62.4879 61.3662 60.2946 59.2684 58.2654 57.288 56.3311 55.358 54.3562 53.3122 52.2483 51.1273 49.9831 48.809 47.6094 46.4056 45.2066 44.0233 42.8626 41.7287 40.6215 39.5402 38.4863 37.4613 36.4604 35.4913 34.5594 33.6613 32.8491 32.8667 ;211.708 212.66 213.671 214.664 215.63 216.564 217.464 218.329 219.161 219.964 220.74 221.495 222.234 222.961 223.684 224.412 225.14 225.871 226.607 227.351 228.08 228.796 229.525 230.245 230.948 231.632 232.322 232.987 233.633 234.25 234.829 235.395 235.944 236.493 237.043 237.606 238.193 238.779 239.332 239.801 240.188 240.493 240.724 240.886 240.98 241.047 241.116 241.2 241.286 241.381 241.478 241.576 241.671 241.763 241.833 241.893 241.969 242.061 242.169 242.301 242.459 242.655 242.935 243.426 244.127 245.004 247.196 247.214 ; 76.0905 73.449 72.4391 71.7267 71.1721 70.8032 70.5167 70.2753 70.0847 69.9157 69.7375 69.5436 69.3289 69.0887 68.8415 68.5955 68.3207 68.0285 67.7176 67.4025 67.0337 66.6283 66.2339 65.8159 65.365 64.8868 64.4223 63.9342 63.4378 62.9222 62.379 61.8343 61.278 60.7209 60.1576 59.5899 59.0194 58.4235 57.7822 57.0708 56.2978 55.4725 54.607 53.7116 52.7963 51.8836 50.9893 50.1199 49.2737 48.4515 47.6483 46.8589 46.0755 45.2896 44.4918 43.6771 42.8408 41.9788 41.0896 40.1737 39.232 38.2653 37.2717 36.2423 35.1801 34.0928 32.874 32.8667,66.02,718.83,1, , , ,13
#57, ,1,196;64;60;87, , ,231.175 229.564 227.992 226.834 225.939 225.151 224.408 223.697 223.021 222.467 221.949 221.439 220.971 220.568 220.186 219.918 219.734 219.564 219.392 219.201 219.004 218.842 218.755 218.706 218.673 218.678 218.733 218.79 218.885 219.056 219.3 219.56 219.8 220.116 220.555 221.041 221.572 222.164 222.812 223.538 224.316 225.193 226.369 227.758 230.32 ;86.9189 86.4485 86.8491 87.4246 88.1139 88.8585 89.6389 90.4557 91.3147 92.2514 93.2282 94.232 95.274 96.3578 97.4646 98.6116 99.7794 100.945 102.105 103.26 104.416 105.578 106.746 107.915 109.083 110.252 111.422 112.596 113.773 114.948 116.115 117.278 118.444 119.591 120.693 121.759 122.783 123.753 124.669 125.525 126.332 127.077 127.687 128.202 128.227 ;231.175 232.156 233.659 233.999 234.025 233.986 233.903 233.763 233.608 233.438 233.251 233.084 232.875 232.641 232.467 232.297 232.15 232.025 231.895 231.807 231.76 231.76 231.796 231.844 231.883 231.938 231.98 232.022 232.093 232.186 232.281 232.382 232.497 232.623 232.776 232.97 233.165 233.317 233.427 233.484 233.467 233.364 233.012 232.152 230.32 ; 86.9189 87.5708 89.3047 90.5413 91.6433 92.7104 93.744 94.7327 95.6902 96.615 97.5069 98.382 99.219 100.029 100.843 101.647 102.453 103.265 104.078 104.901 105.729 106.561 107.394 108.226 109.057 109.886 110.711 111.533 112.346 113.15 113.95 114.749 115.548 116.351 117.159 117.975 118.815 119.701 120.636 121.622 122.665 123.765 124.981 126.411 128.227,43.3545,489.536,1, , , ,14
#58, ,1,1;24;59;90, , ,17.8341 16.6784 16.8229 17.2969 17.8464 18.4159 18.9894 19.5534 20.1042 20.6318 21.1197 21.5925 22.0375 22.4922 22.9636 23.4599 23.932 24.4315 24.9168 25.4013 25.8872 26.3232 26.6869 26.9497 27.0853 27.13 27.1037 26.9888 26.8284 26.6825 26.5655 26.4772 26.3978 26.2898 26.1341 25.9525 25.7884 25.6173 25.417 25.2106 24.9771 24.7605 24.5671 24.3986 24.2845 24.2103 24.1335 24.1773 24.5016 25.4347 27.3982 ;48.3239 50.8791 52.3539 53.368 54.2393 55.0261 55.7436 56.4113 57.04 57.649 58.2625 58.8635 59.4718 60.0652 60.6508 61.2347 61.8532 62.4784 63.1342 63.8127 64.5132 65.2529 66.0326 66.8513 67.7035 68.5693 69.4366 70.3009 71.1502 71.9782 72.789 73.5898 74.3874 75.1849 75.9827 76.7852 77.6026 78.4349 79.2794 80.1432 81.0227 81.9311 82.8702 83.838 84.8394 85.8655 86.8985 87.9714 89.1251 90.4494 92.0306 ;17.8341 19.6233 21.1951 22.4332 23.5533 24.6127 25.6018 26.5761 27.5228 28.4312 29.3156 30.1548 30.9581 31.6796 32.283 32.8037 33.2606 33.6482 34.012 34.293 34.4969 34.6664 34.8351 35.1104 35.4371 35.7561 36.1262 36.509 36.8665 37.1661 37.3325 37.3963 37.3771 37.2953 37.1634 37.0167 36.8037 36.5629 36.3103 35.9487 35.587 35.1686 34.7361 34.3265 33.8304 33.3069 32.7147 32.0294 31.224 30.1446 27.3982 ; 48.3239 46.8868 46.4259 46.4332 46.6446 47.0003 47.5146 48.1105 48.7945 49.566 50.3961 51.2935 52.2373 53.2524 54.3468 55.4784 56.6262 57.7886 58.9405 60.1096 61.2881 62.4573 63.6079 64.7165 65.8117 66.9138 68.0161 69.1325 70.2711 71.4342 72.6197 73.8154 75.012 76.2027 77.382 78.55 79.6952 80.8198 81.925 82.9827 84.0158 85.0071 85.9689 86.9156 87.8172 88.6962 89.5442 90.3588 91.1391 91.8454 92.0306,49.5517,484.662,1, , , ,2
#58, ,1,13;24;60;96, , ,37.5935 39.4047 40.789 42.0124 42.9854 43.857 44.6562 45.3842 46.075 46.7217 47.2463 47.6989 48.1377 48.5485 48.9094 49.2191 49.4523 49.6272 49.7866 49.9261 50.0147 50.0256 49.9784 49.8594 49.7335 49.6894 49.7277 49.8184 50.042 50.2734 50.4547 50.6236 50.7441 50.7951 50.8068 50.7267 50.5318 50.3278 50.1255 49.8344 49.4458 49.08 48.6307 48.1409 47.6535 47.1592 46.5683 45.9401 45.2337 44.4666 43.6581 42.8086 41.8722 40.6134 37.8659 ;97.2597 97.8553 97.542 97.1259 96.5395 95.8639 95.1103 94.2792 93.394 92.4555 91.4328 90.3631 89.2788 88.1771 87.0545 85.9167 84.7631 83.6056 82.4586 81.3229 80.195 79.0736 77.9634 76.8646 75.7822 74.7168 73.66 72.6027 71.5384 70.4567 69.3548 68.2322 67.0925 65.9417 64.7824 63.6266 62.4865 61.3488 60.2099 59.0913 58.001 56.9074 55.8449 54.8057 53.7777 52.7658 51.812 50.8964 50.0426 49.2455 48.4945 47.7853 47.1363 46.6654 47.0435 ;37.5935 36.4077 35.6325 35.5885 35.7429 35.9979 36.283 36.5465 36.8035 37.0984 37.3911 37.7045 38.039 38.3035 38.5205 38.784 39.0642 39.2743 39.4164 39.5409 39.6999 39.9164 40.1496 40.3221 40.452 40.5572 40.6102 40.5781 40.4885 40.357 40.1779 39.9087 39.6313 39.3617 39.074 38.8135 38.5985 38.3793 38.1502 37.9427 37.7875 37.6247 37.4274 37.184 36.9148 36.659 36.4314 36.1813 35.9272 35.7232 35.5804 35.4573 35.4879 35.7351 37.8659 ; 97.2597 95.9931 94.3374 93.1385 92.0771 91.1036 90.1805 89.2793 88.4085 87.5878 86.79 86.0191 85.267 84.4935 83.7079 82.9366 82.1621 81.359 80.5296 79.6838 78.8279 77.9613 77.0774 76.1706 75.2463 74.3099 73.3664 72.4228 71.4875 70.5676 69.6675 68.7916 67.9375 67.1009 66.2809 65.4681 64.6535 63.8412 63.0321 62.2184 61.3882 60.5549 59.7264 58.9057 58.084 57.2431 56.3727 55.4916 54.5897 53.639 52.6341 51.5994 50.4706 49.2198 47.0435,53.399,537.395,1, , , ,3
#58, ,1,22;1;71;66, , ,46.8363 50.0962 51.5438 52.5097 53.3584 54.1402 54.8508 55.5219 56.1424 56.7331 57.2967 57.8359 58.3646 58.9057 59.4737 60.061 60.7048 61.3663 62.0196 62.6706 63.3335 63.9813 64.6027 65.2227 65.8422 66.4632 67.0901 67.7151 68.3118 68.854 69.3281 69.7344 70.0577 70.1095 68.2402 ;43.0557 44.291 44.0985 43.5571 42.9321 42.2605 41.539 40.7915 40.012 39.2181 38.4153 37.6082 36.8071 36.0269 35.2753 34.5425 33.8538 33.1743 32.4799 31.7742 31.0697 30.3458 29.5963 28.8461 28.0981 27.355 26.6203 25.8853 25.1231 24.306 23.4176 22.4545 21.4005 20.0749 16.9945 ;46.8363 44.8465 44.5394 44.5871 44.8566 45.2796 45.7308 46.2503 46.8127 47.371 47.9228 48.51 49.1193 49.7651 50.4165 51.0557 51.7332 52.3954 53.0381 53.7232 54.3938 55.0382 55.7033 56.3808 57.0712 57.7602 58.4692 59.2108 59.9821 60.8 61.7171 62.7206 63.8368 65.249 68.2402 ; 43.0557 40.5148 39.0683 37.8793 36.8485 35.9257 35.0213 34.1631 33.3312 32.4894 31.6322 30.787 29.9435 29.1145 28.2813 27.4345 26.6192 25.7982 24.9699 24.1869 23.4006 22.598 21.8157 21.0435 20.2802 19.5126 18.7606 18.0384 17.3468 16.7047 16.1659 15.7224 15.4015 15.3783 16.9945,33.8075,358.429,1, , , ,4
